19930207,46,43,6,11,37,36
19930314,28,26,45,24,9,34
19930404,41,5,32,34,3,21
19930417,28,39,44,21,13,25
19930502,47,10,34,16,8,48
19930516,19,38,16,47,26,14
19930530,46,23,13,5,20,22
19930613,8,16,47,46,13,33
19930626,30,10,11,31,23,44
19930710,10,48,12,31,2,45
19930724,28,21,47,34,45,25
19930808,38,17,47,25,30,37
19930815,6,7,30,17,2,42
19930822,44,20,17,3,38,45
19930829,42,30,36,5,4,6
19930905,5,14,7,49,35,19
19930912,42,28,41,15,22,38
19930919,18,4,16,35,2,17
19931003,44,48,34,37,4,41
19931017,13,7,6,45,29,25
19931024,8,22,43,14,34,15
19931031,14,17,47,19,36,12
19931114,48,20,6,43,4,35
19931128,37,36,17,35,15,8
19931212,12,33,41,7,34,43
19931219,49,15,46,25,12,32
19940116,7,20,27,46,2,33
19940123,39,5,6,19,20,2
19940130,14,47,40,26,24,36
19940206,45,10,18,43,35,11
19940213,38,29,49,47,8,3
19940220,16,42,33,4,38,7
19940313,22,39,35,29,44,46
19940320,34,9,10,19,2,47
19940327,11,8,25,13,3,38
19940402,38,49,36,20,19,5
19940410,49,42,11,45,9,23
19940417,23,46,1,35,2,22
19940424,10,41,29,25,18,8
19940501,19,7,16,18,6,49
19940508,15,44,32,21,49,10
19940515,29,32,38,24,11,15
19940522,10,18,23,40,35,33
19940529,37,10,44,27,47,48
19940605,34,7,49,14,47,44
19940612,43,49,4,36,24,26
19940619,46,27,6,31,2,11
19940626,27,14,3,43,22,42
19940703,47,38,36,19,5,35
19940710,41,4,39,13,24,33
19940717,18,29,17,48,47,34
19940724,33,29,31,23,41,6
19940731,29,17,11,14,28,39
19940807,35,16,8,47,46,36
19940814,36,21,5,47,40,33
19940821,25,31,46,39,1,22
19940828,20,45,32,23,18,19
19940904,29,27,44,43,30,46
19940911,28,26,48,37,44,1
19940918,1,15,9,45,44,14
19940925,41,7,48,3,11,16
19941002,5,8,48,2,28,25
19941009,49,39,9,42,37,13
19941016,10,7,45,2,8,20
19941023,48,38,15,45,12,42
19941030,4,33,17,45,13,39
19941106,16,11,12,14,15,38
19941113,28,45,2,7,19,43
19941120,25,23,41,40,27,34
19941127,18,44,1,43,40,9
19941204,3,31,1,28,15,12
19941211,38,13,31,28,19,23
19941218,49,31,10,43,37,12
19950102,25,18,42,36,43,12
19950115,20,44,18,48,19,28
19950122,41,8,37,22,6,5
19950129,41,36,18,23,27,10
19950205,38,12,1,2,44,41
19950212,1,31,16,4,33,18
19950219,23,5,42,18,15,12
19950301,12,49,23,18,5,28
19950305,39,46,35,43,17,16
19950312,36,37,24,48,10,5
19950319,13,25,16,14,49,37
19950326,4,35,39,22,11,46
19950402,19,5,24,9,36,40
19950409,3,22,13,5,35,6
19950416,16,30,11,4,19,46
19950423,34,28,48,32,4,20
19950430,30,46,39,19,35,48
19950507,36,4,12,20,7,39
19950514,32,14,44,34,21,24
19950521,29,43,24,8,17,18
19950528,13,33,16,1,30,36
19950604,42,35,5,26,37,25
19950611,36,15,43,19,16,32
19950618,38,34,9,24,25,36
19950625,20,30,48,29,16,36
19950702,43,47,34,4,8,48
19950709,45,28,43,40,32,29
19950716,31,26,16,10,23,43
19950723,27,31,24,40,7,19
19950730,32,25,21,6,27,14
19950806,16,9,46,41,1,37
19950813,24,33,25,44,42,28
19950820,28,2,30,16,29,10
19950827,45,40,16,6,32,38
19950903,28,35,41,34,20,25
19950910,10,17,28,32,27,35
19950917,22,6,19,3,31,15
19950924,31,7,9,40,26,14
19951001,13,6,21,41,19,15
19951008,45,28,2,34,26,7
19951015,39,3,26,38,11,20
19951022,28,2,43,47,12,19
19951029,8,42,17,12,32,43
19951105,10,12,36,42,18,1
19951112,21,18,15,35,11,7
19951119,21,1,9,16,37,42
19951126,18,45,17,23,9,39
19951203,39,46,40,41,9,23
19951210,41,7,36,33,6,14
19951217,5,14,10,9,3,15
19960102,28,14,24,20,37,33
19960114,4,32,2,20,7,35
19960121,12,14,27,5,19,42
19960128,7,38,43,18,5,12
19960204,11,19,46,20,12,29
19960211,30,16,5,22,15,21
19960218,37,47,14,6,38,45
19960225,19,10,45,17,47,23
19960303,28,48,21,35,16,33
19960310,45,18,12,25,9,22
19960317,22,32,13,46,5,10
19960324,40,34,7,46,41,27
19960331,27,17,40,48,30,44
19960407,25,38,3,9,46,47
19960414,21,38,36,31,15,11
19960421,5,25,42,46,26,15
19960428,25,10,18,8,31,44
19960505,4,14,13,32,35,19
19960512,11,16,22,35,20,23
19960519,14,38,34,49,37,42
19960526,10,29,21,19,31,26
19960602,44,23,49,43,15,16
19960609,1,35,27,9,14,36
19960616,49,40,23,16,26,24
19960623,15,22,19,2,29,31
19960630,33,14,41,2,46,21
19960707,41,8,9,12,2,44
19960714,27,6,9,13,43,18
19960721,36,10,37,16,23,46
19960728,39,32,25,17,9,42
19960804,8,40,48,15,17,14
19960811,14,46,16,49,17,1
19960818,29,28,1,5,48,47
19960825,44,1,25,20,46,34
19960901,36,13,19,15,11,3
19960908,20,39,30,1,32,2
19960915,20,5,1,8,36,7
19960922,18,4,3,37,35,25
19960929,28,4,8,29,32,20
19961006,36,13,47,27,44,7
19961013,27,23,31,34,17,25
19961020,7,2,43,42,13,5
19961027,40,20,17,39,34,9
19961103,16,48,49,45,34,15
19961110,34,22,24,12,10,37
19961117,23,32,46,6,27,14
19961124,3,15,13,35,36,5
19961201,21,45,5,7,37,48
19961208,47,20,3,16,33,35
19961215,31,15,38,46,23,10
19961222,35,48,49,23,14,29
19970102,26,25,23,5,13,35
19970112,2,24,20,18,10,29
19970119,9,43,42,33,12,23
19970126,24,27,23,33,18,29
19970202,17,11,1,20,13,23
19970209,7,48,43,4,17,45
19970216,18,17,28,8,20,5
19970223,39,18,33,15,20,23
19970302,42,36,6,10,17,16
19970309,29,27,37,38,1,12
19970316,12,9,23,46,19,37
19970323,5,13,33,37,16,22
19970330,5,11,28,18,39,27
19970406,5,49,22,8,24,16
19970413,1,41,6,25,31,14
19970420,25,3,8,24,2,27
19970429,1,13,45,20,21,12
19970504,43,33,42,46,17,7
19970511,31,45,16,29,32,28
19970518,20,26,42,36,49,9
19970525,14,15,11,46,41,16
19970601,19,23,32,18,36,15
19970608,26,37,30,27,23,39
19970615,45,17,14,29,39,27
19970622,46,43,9,40,4,34
19970629,38,35,48,9,34,37
19970706,23,16,17,9,15,26
19970713,33,32,9,1,42,3
19970720,14,28,10,24,2,11
19970727,4,44,20,10,7,11
19970803,24,42,2,30,26,28
19970810,2,48,9,34,42,8
19970817,46,37,3,43,34,30
19970824,46,13,48,29,39,3
19970831,38,49,22,34,46,14
19970907,19,46,13,9,15,14
19970914,40,21,47,2,31,45
19970921,20,26,43,17,41,38
19970928,43,17,22,20,34,23
19971005,25,19,12,45,49,5
19971012,48,1,43,32,26,24
19971019,41,42,13,4,3,49
19971026,26,10,4,36,25,46
19971102,30,1,46,28,48,45
19971109,30,3,37,5,20,2
19971116,31,22,29,13,15,21
19971123,38,6,34,35,15,46
19971130,30,1,42,3,18,49
19971207,4,16,39,29,45,11
19971214,27,42,31,6,9,21
19971221,24,12,46,6,26,27
19980104,17,23,5,35,34,24
19980111,27,32,20,28,29,12
19980118,16,33,21,8,23,43
19980125,26,46,1,27,30,13
19980201,23,10,48,44,19,18
19980208,42,2,4,21,1,29
19980215,5,33,36,31,39,46
19980222,24,35,23,7,15,38
19980301,17,34,11,2,45,30
19980308,33,14,49,46,36,45
19980315,49,35,33,24,36,43
19980322,4,48,27,26,30,44
19980329,39,13,23,4,8,29
19980405,8,7,18,25,41,12
19980412,47,11,25,15,40,7
19980421,9,26,43,5,7,24
19980426,22,1,45,34,15,26
19980503,33,22,49,31,35,10
19980510,43,40,48,5,11,29
19980517,21,44,13,5,9,41
19980524,20,8,43,46,48,26
19980531,11,33,46,15,4,44
19980607,44,32,45,21,31,37
19980614,33,43,5,29,47,21
19980621,16,5,17,13,4,28
19980628,48,30,15,22,5,35
19980705,21,43,17,14,12,11
19980712,16,22,13,20,6,1
19980719,9,18,11,49,21,29
19980726,28,5,8,17,13,24
19980802,39,29,15,33,23,7
19980809,47,29,36,42,25,20
19980816,34,25,3,43,33,6
19980823,15,23,21,29,44,6
19980830,49,18,30,10,22,27
19980906,15,27,35,17,7,44
19980913,22,44,42,10,14,49
19980920,20,3,9,39,24,11
19980927,18,3,26,16,13,5
19981004,40,45,24,33,13,9
19981011,13,18,32,38,46,26
19981018,22,13,42,36,26,38
19981025,31,43,44,13,32,16
19981101,6,19,36,25,2,32
19981108,7,48,17,26,10,15
19981115,13,34,39,28,15,37
19981122,12,37,4,30,46,36
19981129,30,22,19,34,32,15
19981206,25,16,27,33,26,22
19981213,28,8,43,31,18,24
19981220,19,36,48,23,41,29
19990103,13,12,18,38,25,33
19990110,11,36,41,38,43,18
19990117,12,45,25,18,30,21
19990124,37,10,35,41,20,43
19990131,23,28,36,3,2,38
19990207,37,43,38,36,40,20
19990214,35,17,48,45,36,1
19990221,38,40,43,33,32,29
19990228,10,15,3,43,37,28
19990307,13,26,45,2,11,31
19990314,48,24,29,23,7,32
19990321,47,9,41,2,30,10
19990328,30,17,49,27,3,5
19990404,11,31,35,18,7,22
19990413,17,26,1,29,6,10
19990418,49,29,45,31,39,26
